,ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Facing,Availability_Status
116460,116461,Karnataka,Bangalore,North,Villa,1,2553,14.96,0.01,2016,Semi-furnished,24,10,9,8,1,East,Under_Construction
116466,116467,Karnataka,Bangalore,East,Villa,5,2811,408.75,0.15,2014,Furnished,23,14,11,4,2,East,Ready_to_Move
116669,116670,Karnataka,Bangalore,North,Villa,2,2861,66.34,0.02,2002,Semi-furnished,13,10,23,1,7,West,Ready_to_Move
116733,116734,Karnataka,Bangalore,West,Independent House,2,2656,85.06,0.03,2001,Unfurnished,16,20,24,3,7,East,Under_Construction
116763,116764,Karnataka,Bangalore,North-East,Apartment,2,4555,122.19,0.03,1999,Unfurnished,14,2,26,3,5,South,Under_Construction
116799,116800,Karnataka,Bangalore,North-East,Apartment,1,4102,25.33,0.01,2019,Unfurnished,5,5,6,4,8,North,Under_Construction
116818,116819,Karnataka,Bangalore,Central,Independent House,4,2070,446.85,0.22,2007,Semi-furnished,15,7,18,8,4,South,Under_Construction
116824,116825,Karnataka,Bangalore,North-East,Independent House,3,3889,253.11,0.07,2005,Furnished,28,3,20,1,2,South,Under_Construction
116830,116831,Karnataka,Bangalore,West,Independent House,5,2515,314.79,0.13,1997,Furnished,27,25,28,3,2,East,Under_Construction
116836,116837,Karnataka,Bangalore,South-West,Apartment,1,1492,393.72,0.26,1997,Unfurnished,5,9,28,8,1,South,Under_Construction
116960,116961,Karnataka,Bangalore,West,Independent House,4,4245,228.16,0.05,2014,Semi-furnished,27,2,11,8,1,South,Ready_to_Move
116979,116980,Karnataka,Bangalore,Central,Apartment,1,2253,477.75,0.21,1998,Unfurnished,6,21,27,8,7,West,Ready_to_Move
117107,117108,Karnataka,Bangalore,South,Apartment,1,3776,126.37,0.03,1991,Semi-furnished,14,23,34,10,10,North,Under_Construction
117150,117151,Karnataka,Bangalore,North-East,Villa,2,1527,395.53,0.26,2010,Furnished,21,11,15,6,2,South,Ready_to_Move
117279,117280,Karnataka,Bangalore,South-East,Apartment,2,836,167.03,0.2,1990,Furnished,18,5,35,9,8,South,Under_Construction
117304,117305,Karnataka,Bangalore,North-East,Villa,1,4705,282.71,0.06,2018,Furnished,16,26,7,9,10,North,Under_Construction
117350,117351,Karnataka,Bangalore,South-West,Independent House,4,3812,401.38,0.11,2019,Unfurnished,27,16,6,5,6,East,Ready_to_Move
117387,117388,Karnataka,Bangalore,South-East,Apartment,5,1542,481.43,0.31,2013,Unfurnished,9,15,12,10,3,North,Under_Construction
117500,117501,Karnataka,Bangalore,Central,Villa,5,4872,374.61,0.08,1994,Unfurnished,3,8,31,1,8,West,Ready_to_Move
117526,117527,Karnataka,Bangalore,South-East,Independent House,1,928,251.78,0.27,2011,Furnished,21,25,14,7,7,East,Under_Construction
117538,117539,Karnataka,Bangalore,South,Independent House,5,4688,249.74,0.05,2017,Furnished,7,7,8,2,9,East,Ready_to_Move
117655,117656,Karnataka,Bangalore,West,Apartment,5,4287,199.35,0.05,2000,Semi-furnished,24,6,25,7,2,East,Under_Construction
117819,117820,Karnataka,Bangalore,North-East,Independent House,2,1699,163.91,0.1,2001,Furnished,13,24,24,10,6,East,Under_Construction
117956,117957,Karnataka,Bangalore,South-West,Independent House,5,2752,166.9,0.06,1991,Semi-furnished,26,7,34,7,3,East,Ready_to_Move
117959,117960,Karnataka,Bangalore,South,Villa,1,1178,380.62,0.32,2017,Semi-furnished,19,5,8,7,2,South,Under_Construction
117979,117980,Karnataka,Bangalore,North,Villa,1,3261,300.76,0.09,2001,Furnished,24,12,24,2,6,North,Under_Construction
118008,118009,Karnataka,Bangalore,North-East,Apartment,3,804,93.86,0.12,2015,Furnished,19,4,10,9,3,South,Under_Construction
118018,118019,Karnataka,Bangalore,West,Independent House,4,3691,140.69,0.04,2018,Unfurnished,12,6,7,10,8,West,Under_Construction
118034,118035,Karnataka,Bangalore,East,Independent House,2,756,77.46,0.1,1996,Unfurnished,27,1,29,9,2,West,Ready_to_Move
118058,118059,Karnataka,Bangalore,South-East,Villa,5,1651,205.01,0.12,2010,Semi-furnished,20,21,15,10,9,West,Under_Construction
118120,118121,Karnataka,Bangalore,West,Villa,3,1783,322.83,0.18,2004,Furnished,11,26,21,7,4,West,Ready_to_Move
118133,118134,Karnataka,Bangalore,Central,Independent House,2,1874,265.4,0.14,2006,Furnished,25,19,19,10,1,West,Ready_to_Move
118178,118179,Karnataka,Bangalore,East,Villa,4,4936,323.86,0.07,2013,Furnished,1,7,12,4,6,South,Under_Construction
118331,118332,Karnataka,Bangalore,South,Apartment,2,3780,451.55,0.12,2007,Semi-furnished,12,24,18,3,5,South,Ready_to_Move
118493,118494,Karnataka,Bangalore,North,Independent House,1,947,32.44,0.03,2011,Furnished,24,29,14,9,2,West,Under_Construction
118505,118506,Karnataka,Bangalore,North,Villa,1,800,478.55,0.6,1993,Semi-furnished,0,12,32,3,3,West,Under_Construction
118541,118542,Karnataka,Bangalore,East,Apartment,2,3571,19.38,0.01,1996,Unfurnished,9,24,29,8,3,South,Ready_to_Move
118615,118616,Karnataka,Bangalore,South-East,Villa,1,3107,455.45,0.15,2015,Semi-furnished,29,27,10,10,7,North,Under_Construction
118672,118673,Karnataka,Bangalore,North-East,Independent House,1,2453,200.16,0.08,2002,Furnished,6,24,23,6,4,South,Ready_to_Move
118705,118706,Karnataka,Bangalore,West,Independent House,5,1016,35.49,0.03,1997,Semi-furnished,6,12,28,9,2,West,Under_Construction
118741,118742,Karnataka,Bangalore,North,Apartment,1,4491,415.05,0.09,2005,Unfurnished,3,23,20,9,10,West,Ready_to_Move
118748,118749,Karnataka,Bangalore,South-East,Apartment,5,963,63.23,0.07,1997,Semi-furnished,18,8,28,9,6,East,Ready_to_Move
118756,118757,Karnataka,Bangalore,South-West,Independent House,4,2184,274.01,0.13,1991,Unfurnished,17,26,34,7,1,East,Under_Construction
118813,118814,Karnataka,Bangalore,South,Apartment,5,4426,283.27,0.06,2001,Semi-furnished,17,23,24,4,9,West,Ready_to_Move
118922,118923,Karnataka,Bangalore,South-West,Apartment,2,1496,27.59,0.02,2022,Furnished,27,18,3,10,3,South,Under_Construction
119059,119060,Karnataka,Bangalore,South-East,Apartment,3,750,477.83,0.64,1996,Furnished,7,12,29,9,3,East,Under_Construction
119137,119138,Karnataka,Bangalore,North,Independent House,3,2847,482.23,0.17,2022,Furnished,18,2,3,7,10,East,Ready_to_Move
119169,119170,Karnataka,Bangalore,South,Apartment,2,874,459.67,0.53,2010,Unfurnished,14,30,15,4,1,South,Under_Construction
119232,119233,Karnataka,Bangalore,South,Apartment,2,3329,103.94,0.03,2009,Unfurnished,2,19,16,6,2,East,Ready_to_Move
119413,119414,Karnataka,Bangalore,South-East,Villa,5,2357,103.73,0.04,2020,Semi-furnished,29,14,5,5,5,South,Ready_to_Move
119418,119419,Karnataka,Bangalore,North,Villa,2,1109,250.24,0.23,2012,Unfurnished,27,6,13,7,10,North,Ready_to_Move
119609,119610,Karnataka,Bangalore,North-East,Independent House,1,1645,228.22,0.14,2009,Unfurnished,17,15,16,9,1,West,Under_Construction
119665,119666,Karnataka,Bangalore,East,Villa,4,2177,453.44,0.21,2006,Semi-furnished,6,11,19,3,2,North,Ready_to_Move
119709,119710,Karnataka,Bangalore,Central,Villa,2,4745,180.81,0.04,1991,Unfurnished,8,11,34,2,5,East,Ready_to_Move
119717,119718,Karnataka,Bangalore,Central,Independent House,2,534,210.64,0.39,1992,Furnished,3,3,33,10,9,East,Ready_to_Move
119729,119730,Karnataka,Bangalore,South,Independent House,4,3897,436.02,0.11,2005,Unfurnished,5,17,20,9,5,East,Ready_to_Move
119912,119913,Karnataka,Bangalore,South,Villa,3,1717,59.02,0.03,2015,Furnished,19,16,10,1,5,West,Ready_to_Move
119966,119967,Karnataka,Bangalore,West,Villa,1,3749,497.38,0.13,2005,Furnished,25,4,20,8,1,South,Ready_to_Move
119977,119978,Karnataka,Bangalore,North-East,Independent House,4,1609,17.47,0.01,1992,Unfurnished,1,15,33,7,4,East,Under_Construction
119989,119990,Karnataka,Bangalore,South,Apartment,5,1523,234.34,0.15,2020,Furnished,13,2,5,2,6,West,Under_Construction
119995,119996,Karnataka,Bangalore,South-East,Villa,5,4040,440.66,0.11,2008,Semi-furnished,11,8,17,7,8,North,Ready_to_Move
120045,120046,Karnataka,Bangalore,North,Independent House,1,922,401.04,0.43,2005,Furnished,0,15,20,2,1,North,Under_Construction
120094,120095,Karnataka,Bangalore,South,Apartment,3,4356,400.07,0.09,2006,Semi-furnished,17,6,19,2,7,South,Under_Construction
120108,120109,Karnataka,Bangalore,North,Apartment,2,4028,405.7,0.1,2016,Unfurnished,4,25,9,1,1,North,Under_Construction
120143,120144,Karnataka,Bangalore,North,Villa,3,2202,313.45,0.14,2009,Unfurnished,22,24,16,3,1,East,Ready_to_Move
120172,120173,Karnataka,Bangalore,North,Apartment,3,601,322.91,0.54,2016,Semi-furnished,19,5,9,8,6,North,Ready_to_Move
120173,120174,Karnataka,Bangalore,North,Apartment,1,2205,459.08,0.21,2012,Unfurnished,13,15,13,2,2,South,Under_Construction
120206,120207,Karnataka,Bangalore,South-East,Apartment,5,4518,491.26,0.11,2002,Furnished,28,11,23,5,4,South,Under_Construction
120360,120361,Karnataka,Bangalore,South-East,Independent House,4,2611,318.4,0.12,2023,Unfurnished,12,28,2,4,5,East,Under_Construction
120378,120379,Karnataka,Bangalore,South,Villa,5,2060,408.31,0.2,2013,Unfurnished,7,20,12,4,5,North,Ready_to_Move
120445,120446,Karnataka,Bangalore,North,Apartment,5,2207,278.71,0.13,2002,Unfurnished,27,14,23,5,2,West,Ready_to_Move
120447,120448,Karnataka,Bangalore,South-East,Independent House,5,3644,143.79,0.04,2019,Unfurnished,14,22,6,6,5,West,Ready_to_Move
120473,120474,Karnataka,Bangalore,Central,Apartment,2,4315,387.12,0.09,2000,Furnished,2,12,25,6,10,East,Under_Construction
120528,120529,Karnataka,Bangalore,East,Villa,2,3572,197.13,0.06,2016,Furnished,1,25,9,5,8,East,Ready_to_Move
120580,120581,Karnataka,Bangalore,South-West,Independent House,1,3917,215.57,0.06,2015,Unfurnished,9,27,10,4,2,East,Ready_to_Move
120605,120606,Karnataka,Bangalore,South,Independent House,1,4250,115.78,0.03,2010,Furnished,8,18,15,5,10,South,Under_Construction
120627,120628,Karnataka,Bangalore,East,Independent House,5,3957,392.8,0.1,1996,Semi-furnished,29,26,29,6,2,South,Under_Construction
120709,120710,Karnataka,Bangalore,North,Apartment,4,4648,474.69,0.1,1999,Furnished,5,15,26,8,4,South,Ready_to_Move
120742,120743,Karnataka,Bangalore,North,Independent House,4,1110,88.27,0.08,2010,Unfurnished,14,30,15,5,2,West,Under_Construction
120842,120843,Karnataka,Bangalore,South-East,Villa,4,4739,272.59,0.06,2011,Furnished,14,8,14,3,4,West,Under_Construction
120985,120986,Karnataka,Bangalore,Central,Apartment,4,1257,468.82,0.37,2001,Semi-furnished,3,4,24,6,7,North,Under_Construction
121044,121045,Karnataka,Bangalore,Central,Apartment,5,2934,387.48,0.13,2013,Furnished,4,15,12,1,2,South,Ready_to_Move
121095,121096,Karnataka,Bangalore,South,Villa,1,3733,81.27,0.02,2011,Unfurnished,23,28,14,6,2,East,Under_Construction
121103,121104,Karnataka,Bangalore,South-East,Villa,3,3229,39.16,0.01,2012,Unfurnished,24,25,13,8,3,South,Under_Construction
121119,121120,Karnataka,Bangalore,Central,Apartment,1,3906,269.54,0.07,2008,Semi-furnished,13,26,17,5,6,South,Under_Construction
121154,121155,Karnataka,Bangalore,North-East,Independent House,2,3524,83.99,0.02,2007,Semi-furnished,22,10,18,8,9,South,Under_Construction
121199,121200,Karnataka,Bangalore,Central,Apartment,4,4332,30.89,0.01,2006,Semi-furnished,21,7,19,8,9,East,Under_Construction
121297,121298,Karnataka,Bangalore,West,Apartment,3,2557,284.81,0.11,1997,Furnished,21,12,28,5,10,South,Under_Construction
121415,121416,Karnataka,Bangalore,East,Independent House,2,832,480.42,0.58,1994,Unfurnished,7,11,31,10,1,West,Under_Construction
121515,121516,Karnataka,Bangalore,South-East,Independent House,2,1534,472.63,0.31,1990,Unfurnished,10,22,35,3,3,North,Ready_to_Move
121541,121542,Karnataka,Bangalore,East,Independent House,2,3554,96.3,0.03,2023,Semi-furnished,14,12,2,9,6,North,Ready_to_Move
121644,121645,Karnataka,Bangalore,South-East,Independent House,1,641,485.06,0.76,2014,Semi-furnished,7,19,11,10,10,South,Ready_to_Move
121900,121901,Karnataka,Bangalore,North,Independent House,2,1509,200.68,0.13,2011,Unfurnished,9,6,14,9,8,South,Ready_to_Move
121923,121924,Karnataka,Bangalore,North-East,Apartment,1,1261,447.56,0.35,1995,Furnished,2,18,30,8,4,North,Under_Construction
121976,121977,Karnataka,Bangalore,South,Apartment,3,3195,132.22,0.04,2013,Unfurnished,19,25,12,9,8,West,Under_Construction
121998,121999,Karnataka,Bangalore,North,Independent House,1,2298,462.52,0.2,2017,Furnished,17,26,8,1,10,West,Under_Construction
122053,122054,Karnataka,Bangalore,South-West,Apartment,5,4369,285.18,0.07,2000,Semi-furnished,28,12,25,3,2,North,Ready_to_Move
122143,122144,Karnataka,Bangalore,South,Apartment,4,4394,181.64,0.04,2010,Unfurnished,14,18,15,2,10,West,Under_Construction
122160,122161,Karnataka,Bangalore,Central,Independent House,2,3753,169.02,0.05,2001,Semi-furnished,12,26,24,10,8,North,Under_Construction
122214,122215,Karnataka,Bangalore,South-East,Villa,4,3306,74.87,0.02,2019,Furnished,4,27,6,10,7,West,Ready_to_Move
122305,122306,Karnataka,Bangalore,North-East,Villa,5,1853,64.7,0.03,2015,Furnished,26,19,10,4,3,North,Ready_to_Move
122352,122353,Karnataka,Bangalore,North-East,Villa,4,2196,167.49,0.08,2016,Semi-furnished,4,27,9,4,6,South,Ready_to_Move
122444,122445,Karnataka,Bangalore,North,Villa,3,3063,430.75,0.14,2022,Unfurnished,9,18,3,4,8,North,Under_Construction
122468,122469,Karnataka,Bangalore,North,Villa,3,1892,379.62,0.2,2008,Furnished,13,27,17,4,3,South,Ready_to_Move
122533,122534,Karnataka,Bangalore,South-East,Villa,5,3122,78.11,0.03,1994,Furnished,11,17,31,10,5,North,Under_Construction
122618,122619,Karnataka,Bangalore,South-West,Villa,1,2524,145.38,0.06,1997,Unfurnished,5,18,28,8,7,West,Ready_to_Move
122687,122688,Karnataka,Bangalore,South,Villa,1,3896,381.22,0.1,1993,Semi-furnished,2,1,32,8,3,North,Under_Construction
122706,122707,Karnataka,Bangalore,South-West,Apartment,3,4564,336.29,0.07,2005,Furnished,17,25,20,8,9,South,Under_Construction
122795,122796,Karnataka,Bangalore,Central,Apartment,1,773,20.78,0.03,2019,Furnished,8,29,6,7,2,West,Ready_to_Move
122923,122924,Karnataka,Bangalore,West,Villa,3,4231,10.59,0.0,2020,Furnished,15,6,5,4,4,North,Under_Construction
122977,122978,Karnataka,Bangalore,South,Independent House,5,2467,432.91,0.18,2008,Unfurnished,17,12,17,8,8,West,Ready_to_Move
123077,123078,Karnataka,Bangalore,East,Villa,3,1985,195.38,0.1,2015,Unfurnished,17,3,10,4,9,South,Ready_to_Move
123114,123115,Karnataka,Bangalore,North-East,Independent House,1,4874,293.68,0.06,2000,Unfurnished,13,22,25,9,5,West,Ready_to_Move
123131,123132,Karnataka,Bangalore,South,Apartment,4,1061,440.6,0.42,2007,Furnished,30,18,18,1,10,West,Under_Construction
123266,123267,Karnataka,Bangalore,North-East,Apartment,2,2639,193.78,0.07,2002,Semi-furnished,12,8,23,9,6,West,Under_Construction
123400,123401,Karnataka,Bangalore,North,Independent House,1,531,415.41,0.78,2020,Semi-furnished,6,19,5,8,3,West,Under_Construction
123414,123415,Karnataka,Bangalore,North,Independent House,2,1969,211.59,0.11,1998,Unfurnished,8,9,27,1,6,South,Under_Construction
123504,123505,Karnataka,Bangalore,North-East,Villa,4,3814,32.74,0.01,1992,Furnished,24,5,33,9,8,South,Under_Construction
123534,123535,Karnataka,Bangalore,South-West,Villa,3,3601,337.43,0.09,2016,Furnished,24,1,9,5,5,North,Ready_to_Move
123686,123687,Karnataka,Bangalore,East,Apartment,1,1962,367.38,0.19,1999,Semi-furnished,2,9,26,3,10,South,Under_Construction
123742,123743,Karnataka,Bangalore,South-East,Villa,1,945,438.4,0.46,1998,Furnished,19,21,27,4,1,East,Under_Construction
123837,123838,Karnataka,Bangalore,East,Independent House,5,1184,86.58,0.07,2018,Semi-furnished,5,30,7,4,8,South,Ready_to_Move
123862,123863,Karnataka,Bangalore,South-West,Villa,5,4682,444.81,0.1,2012,Furnished,0,23,13,6,2,North,Ready_to_Move
123882,123883,Karnataka,Bangalore,Central,Apartment,1,1539,412.68,0.27,2006,Unfurnished,20,16,19,5,3,East,Ready_to_Move
123943,123944,Karnataka,Bangalore,South-West,Independent House,2,4193,255.5,0.06,1990,Semi-furnished,3,19,35,7,7,West,Ready_to_Move
124049,124050,Karnataka,Bangalore,South,Independent House,5,1485,283.09,0.19,1992,Furnished,4,27,33,8,2,South,Ready_to_Move
124269,124270,Karnataka,Bangalore,East,Apartment,4,3285,132.98,0.04,2003,Furnished,22,18,22,6,9,North,Under_Construction
124393,124394,Karnataka,Bangalore,South-West,Apartment,3,906,151.73,0.17,1999,Furnished,8,22,26,4,8,West,Under_Construction
124458,124459,Karnataka,Bangalore,West,Apartment,5,1231,116.49,0.09,2004,Unfurnished,7,8,21,4,3,North,Under_Construction
124533,124534,Karnataka,Bangalore,South-West,Independent House,1,3834,187.32,0.05,2022,Furnished,4,25,3,9,2,North,Ready_to_Move
124659,124660,Karnataka,Bangalore,West,Independent House,4,607,493.18,0.81,2003,Semi-furnished,25,8,22,7,8,South,Ready_to_Move
124713,124714,Karnataka,Bangalore,South-West,Apartment,2,1958,434.85,0.22,2019,Semi-furnished,16,11,6,2,4,East,Under_Construction
124716,124717,Karnataka,Bangalore,South-East,Independent House,5,4661,327.48,0.07,2012,Furnished,28,22,13,4,1,North,Ready_to_Move
124775,124776,Karnataka,Bangalore,South-East,Villa,3,2632,340.14,0.13,2002,Semi-furnished,29,13,23,3,3,West,Ready_to_Move
124785,124786,Karnataka,Bangalore,South,Independent House,2,1551,157.73,0.1,1990,Unfurnished,2,6,35,10,3,North,Ready_to_Move
124805,124806,Karnataka,Bangalore,North,Villa,5,1875,296.47,0.16,1995,Semi-furnished,13,22,30,10,1,East,Under_Construction
124826,124827,Karnataka,Bangalore,West,Villa,2,4323,481.7,0.11,2001,Unfurnished,17,17,24,2,3,West,Under_Construction
124969,124970,Karnataka,Bangalore,West,Independent House,2,4728,413.64,0.09,2007,Furnished,22,25,18,1,6,West,Ready_to_Move
125044,125045,Karnataka,Bangalore,East,Apartment,5,4814,461.69,0.1,2004,Semi-furnished,17,10,21,2,2,South,Ready_to_Move
125054,125055,Karnataka,Bangalore,South-West,Apartment,3,1960,316.71,0.16,2001,Semi-furnished,12,22,24,3,9,East,Under_Construction
125135,125136,Karnataka,Bangalore,South-West,Villa,5,2942,389.36,0.13,1997,Unfurnished,25,4,28,2,8,North,Ready_to_Move
125309,125310,Karnataka,Bangalore,South,Apartment,1,1058,173.95,0.16,2013,Semi-furnished,3,29,12,4,8,West,Under_Construction
125371,125372,Karnataka,Bangalore,North,Apartment,2,1962,315.08,0.16,1999,Unfurnished,30,29,26,9,10,East,Under_Construction
125387,125388,Karnataka,Bangalore,South,Villa,1,2113,368.96,0.17,2015,Unfurnished,21,5,10,3,7,East,Under_Construction
125400,125401,Karnataka,Bangalore,South-West,Villa,3,4395,395.39,0.09,2016,Semi-furnished,2,17,9,9,3,North,Ready_to_Move
125412,125413,Karnataka,Bangalore,South-West,Apartment,3,3289,384.08,0.12,1994,Unfurnished,4,11,31,6,8,North,Under_Construction
125414,125415,Karnataka,Bangalore,South-West,Apartment,2,2409,146.27,0.06,1996,Furnished,14,28,29,2,2,East,Ready_to_Move
125477,125478,Karnataka,Bangalore,Central,Apartment,2,4206,95.46,0.02,1997,Furnished,18,28,28,8,5,West,Under_Construction
125497,125498,Karnataka,Bangalore,North-East,Apartment,4,2709,462.15,0.17,2012,Furnished,26,25,13,10,7,North,Ready_to_Move
125520,125521,Karnataka,Bangalore,South-West,Villa,3,3223,386.76,0.12,1993,Unfurnished,14,4,32,10,2,West,Under_Construction
125551,125552,Karnataka,Bangalore,Central,Apartment,4,4070,441.24,0.11,1990,Semi-furnished,0,28,35,5,6,West,Ready_to_Move
125558,125559,Karnataka,Bangalore,South,Independent House,1,3328,69.57,0.02,2002,Semi-furnished,23,24,23,3,7,West,Ready_to_Move
125563,125564,Karnataka,Bangalore,South,Independent House,4,1225,433.28,0.35,2013,Furnished,0,21,12,10,7,West,Under_Construction
125567,125568,Karnataka,Bangalore,North,Independent House,3,994,109.88,0.11,2016,Furnished,24,28,9,7,4,East,Under_Construction
125672,125673,Karnataka,Bangalore,West,Independent House,2,1042,243.58,0.23,1999,Semi-furnished,17,13,26,3,2,East,Under_Construction
125752,125753,Karnataka,Bangalore,North-East,Independent House,4,554,221.36,0.4,2021,Semi-furnished,28,16,4,8,4,North,Under_Construction
125761,125762,Karnataka,Bangalore,South,Apartment,1,4208,232.73,0.06,1998,Semi-furnished,14,7,27,2,7,North,Ready_to_Move
125766,125767,Karnataka,Bangalore,West,Apartment,5,3062,311.65,0.1,2008,Unfurnished,19,19,17,4,5,East,Under_Construction
125860,125861,Karnataka,Bangalore,North-East,Independent House,2,2330,385.98,0.17,2004,Unfurnished,24,11,21,5,4,South,Under_Construction
125915,125916,Karnataka,Bangalore,East,Villa,2,2090,188.42,0.09,2017,Furnished,0,3,8,6,4,North,Ready_to_Move
125990,125991,Karnataka,Bangalore,South-East,Apartment,1,3616,111.7,0.03,2009,Semi-furnished,23,4,16,7,9,South,Under_Construction
126081,126082,Karnataka,Bangalore,South-East,Apartment,4,1714,288.12,0.17,2016,Furnished,19,24,9,9,2,East,Ready_to_Move
126132,126133,Karnataka,Bangalore,South,Villa,3,4195,61.5,0.01,2008,Furnished,16,23,17,2,2,South,Under_Construction
